id,来源,名称,分类,红绿灯地址,大图片地址,小图片地址,热量,碳水化合物,脂肪,蛋白质,纤维素,维生素A,维生素C,维生素E,胡萝卜素,硫胺素,核黄素,烟酸,胆固醇,镁,钙,铁,锌,铜,锰,钾,磷,钠,硒,度量单位
xiaoxiaoguangmingjiankangchengchangnailao_qiaokeliwei,用户上传,光明 小小光明 健康成长奶酪(巧克力味),奶类及制品,http://s2.boohee.cn/food/star/xiaoxiaoguangmingjiankangchengchangnailao_qiaokeliwei-4b09492dfeecdc4b9ad73c11a8704247.png,http://s2.boohee.cn/house/upload_food/2010/2/3/275324_1265197541.jpg,http://s2.boohee.cn/house/upload_food/2010/2/3/275324_1265197541mid.jpg,229,11.20,18.00,6.00,一,,,,,,,,,,,,,,,,,,,
tehuidizhiniunai,用户上传,特惠低脂牛奶,奶类及制品,http://s2.boohee.cn/food/star/tehuidizhiniunai-1f55a5afa7878cc7ca02ffaa8afefba8.png,http://s2.boohee.cn/house/upload_food/2009/10/31/283522_1256985611.jpg,http://s2.boohee.cn/house/upload_food/2009/10/31/283522_1256985611mid.jpg,47,4.80,1.50,3.50,0.00,,,,,,,,,,,,,,,,,,,
yilizhonglaoniannaifen,用户上传,伊利 中老年奶粉,奶类及制品,http://s2.boohee.cn/food/star/yilizhonglaoniannaifen-de9caf3f22ebca7ecb2c082671a65a65.png,http://s2.boohee.cn/house/upload_food/2009/12/4/341949_1259902275.jpg,http://s2.boohee.cn/house/upload_food/2009/12/4/341949_1259902275mid.jpg,398,49.00,14.00,18.50,0.00,,,,,,,,,,,,,,,,,,,
mengniuzaocannai_yuanmaidiaozh2,用户上传,蒙牛早餐奶(原麦调制牛奶),奶类及制品,http://s2.boohee.cn/food/star/mengniuzaocannai_yuanmaidiaozh2-faa9e6afb182c47f6dfeccef88e8ae7f.png,http://s2.boohee.cn/house/upload_food/2011/6/26/286768_1309055223.jpg,http://s2.boohee.cn/house/upload_food/2011/6/26/286768_1309055223mid.jpg,68,7.50,3.00,2.40,0.00,,,,,,,,,,,,,,,,,,,
yingerpeifangnaifen_jilimi1_senyongpai,用户上传,广泽 树木酸奶,奶类及制品,http://s2.boohee.cn/food/star/yingerpeifangnaifen_jilimi1_senyongpai-d1c29e4016d248b5fe833ed9cf546756.png,http://s2.boohee.cn/house/upload_food/2017/1/17/big_photo_url_af87f75c76444e008e5f7f39fe023fab.jpg,http://s2.boohee.cn/house/upload_food/2017/1/17/mid_photo_url_85b588653cf74a3b96c4317f0bf05c4a.jpg,88,12.00,3.00,3.00,一,,,,,,,,,,,,,,,,,,,
anjiachaojituozhinai_999tuozhi,用户上传,安佳 超级脱脂奶(99.9%脱脂),奶类及制品,http://s2.boohee.cn/food/star/anjiachaojituozhinai_999tuozhi-c953fd635fa24658e92a7f4a3327e442.png,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248563961.jpg,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248563961mid.jpg,36,4.80,0.10,3.80,一,,,,,,,,,,,,,,,,,,,
yilichangqingsuannaihuangtaoguoli,用户上传,伊利 畅轻酸奶(黄桃果粒)瓶装580g,奶类及制品,http://s2.boohee.cn/food/star/yilichangqingsuannaihuangtaoguoli-22bd8c47002a1bc63bdfa2f744b03fda.png,http://s2.boohee.cn/house/upload_food/2009/2/25/100595_1235574805.jpg,http://s2.boohee.cn/house/upload_food/2009/2/25/100595_1235574805mid.jpg,103,16.70,2.80,2.50,一,,,,,,,,,,,,,,,,,,,"1杯伊利 畅轻酸奶(黄桃果粒)瓶装580g(100.0毫升)103大卡,标准(100毫升)103大卡"
yilizaocannailao_gaogai,用户上传,伊利 早餐奶酪(高钙),奶类及制品,http://s2.boohee.cn/food/star/yilizaocannailao_gaogai-e3d7fa29113717119b4163ed6d2338d7.png,http://s2.boohee.cn/house/upload_food/2010/8/29/275324_1283081224.jpg,http://s2.boohee.cn/house/upload_food/2010/8/29/275324_1283081224mid.jpg,290,9.30,22.50,13.00,0.00,,,,,,,,,,,,,,,,,,,
kafudizhichedazhishi,用户上传,卡夫 低脂车打芝士,奶类及制品,http://s2.boohee.cn/food/star/kafudizhichedazhishi-825a4384cd5ded0d81267478fd1880a2.png,http://s2.boohee.cn/house/upload_food/2011/5/8/627601_1304794399.jpg,http://s2.boohee.cn/house/upload_food/2011/5/8/627601_1304794399mid.jpg,333,0.00,22.22,27.78,0.00,,,,,,,,,,,,,,,,,,,
yilixueshenggaoxingaogainaifen2,用户上传,伊利 学生高锌高钙奶粉 老款,奶类及制品,http://s2.boohee.cn/food/star/yilixueshenggaoxingaogainaifen2-399cbc22aac6f2ae6e9460e01d6f202f.png,http://s2.boohee.cn/house/upload_food/2011/5/15/721915_1305441097.jpg,http://s2.boohee.cn/house/upload_food/2011/5/15/721915_1305441097mid.jpg,459,51.00,18.50,20.00,一,,,,,,,,,,,,,,,,,,,"1包伊利 学生高锌高钙奶粉 老款(25.0克)115大卡,标准(100克)459大卡"
sanyuanjizhigaopinzhiniunai,用户上传,三元极致高品质牛奶,奶类及制品,http://s2.boohee.cn/food/star/sanyuanjizhigaopinzhiniunai-6c059f0ebf0d4b1b931333dc21cce899.png,http://s2.boohee.cn/house/upload_food/2009/10/2/118906_1254483829.jpg,http://s2.boohee.cn/house/upload_food/2009/10/2/118906_1254483829mid.jpg,71,4.80,4.20,3.40,一,,,,,,,,,,,,,,,,,,,"1袋三元极致高品质牛奶(250.0毫升)176大卡,标准(100毫升)71大卡"
anjiagaogaituozhinai_998tuozhi,用户上传,安佳 高钙脱脂奶(99.8%脱脂),奶类及制品,http://s2.boohee.cn/food/star/anjiagaogaituozhinai_998tuozhi-d963e3d30c7b2b6b76472631b5561e64.png,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248564082.jpg,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248564082mid.jpg,46,4.70,0.20,5.80,一,,,,,,,,,,,,,,,,,,,
feihegaogaigaotienaifen,用户上传,飞鹤 高钙高铁奶粉,奶类及制品,http://s2.boohee.cn/food/star/feihegaogaigaotienaifen-2e38fbf3ed4cab2d7163f921c865640b.png,http://s2.boohee.cn/house/upload_food/2010/3/27/479988_1269689180.jpg,http://s2.boohee.cn/house/upload_food/2010/3/27/479988_1269689180mid.jpg,449,54.00,17.00,21.00,一,,,,,,,,,,,,,,,,,,,
kashixianlaoru,用户上传,卡士 鲜酪乳调味酸牛乳(原味),奶类及制品,http://s2.boohee.cn/food/star/kashixianlaoru-cf7072e8277517c836f6e6ff1c7ed969.png,http://s2.boohee.cn/house/upload_food/2009/1/19/119027_1232335452.jpg,http://s2.boohee.cn/house/upload_food/2009/1/19/119027_1232335452mid.jpg,82,11.50,3.00,2.80,一,,,,,,,,,,,,,,,,,,,
guangmingdizhiniunai_jianzhi90,用户上传,光明 低脂牛奶(减脂90％),奶类及制品,http://s2.boohee.cn/food/star/guangmingdizhiniunai_jianzhi90-d2580ff750390b0e013c96d79b69b3f6.png,http://s2.boohee.cn/house/upload_food/2011/4/19/285925_1303212439.jpg,http://s2.boohee.cn/house/upload_food/2011/4/19/285925_1303212439mid.jpg,32,4.70,0.00,3.20,0.00,,,,,,,,,,,,,,,,,,,
yiliQQxingertongchengchangnail4,用户上传,伊利QQ星儿童成长奶酪(香蕉味),奶类及制品,http://s2.boohee.cn/food/star/yiliQQxingertongchengchangnail4-3398cffd237596bc296e19728d600333.png,http://s2.boohee.cn/house/upload_food/2012/4/1/431370_1333289300.jpg,http://s2.boohee.cn/house/upload_food/2012/4/1/431370_1333289300mid.jpg,234,13.50,17.00,7.00,0.00,,,,,,,,,,,,,,,,,,,
MeadowFreshnaiyoucaomeiweituozhisuannai_99tuozhi,用户上传,纽麦福 奶油草莓味脱脂酸奶(99%脱脂),奶类及制品,http://s2.boohee.cn/food/star/MeadowFreshnaiyoucaomeiweituozhisuannai_99tuozhi-9b718dcac62bafbcf10b3ff97ccbfa79.png,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248564431.jpg,http://s2.boohee.cn/house/upload_food/2009/7/26/296739_1248564431mid.jpg,88,15.10,1.00,4.50,一,,,,,,,,,,,,,,,,,,,
Weihenstephan15dizhiniunai,用户上传,Weihenstephan1.5%低脂牛奶,奶类及制品,http://s2.boohee.cn/food/star/Weihenstephan15dizhiniunai-ccfc6b1510728d625b233e59b78981bd.png,http://s2.boohee.cn/house/upload_food/2012/2/20/1251906_1329723675.jpg,http://s2.boohee.cn/house/upload_food/2012/2/20/1251906_1329723675mid.jpg,47,4.90,1.50,3.50,0.00,,,,,,,,,,,,,,,,,,,
senyongdizhifanggaogaijiaoyuandanbainaifen,用户上传,森永 低脂肪高钙胶原蛋白奶粉,奶类及制品,http://s2.boohee.cn/food/star/senyongdizhifanggaogaijiaoyuandanbainaifen-4a855a9406128ee13786860b4522ef7a.png,http://s2.boohee.cn/house/upload_food/2009/10/8/261650_1255004172.jpg,http://s2.boohee.cn/house/upload_food/2009/10/8/261650_1255004172mid.jpg,358,50.20,0.90,37.20,一,,,,,,,,,,,,,,,,,,,
feihenvshigaogainaifen,用户上传,飞鹤 女士高钙奶粉,奶类及制品,http://s2.boohee.cn/food/star/feihenvshigaogainaifen-0d70c62794321b5e7fc056bf198ce19f.png,http://s2.boohee.cn/house/upload_food/2010/3/20/470609_1269058785.jpg,http://s2.boohee.cn/house/upload_food/2010/3/20/470609_1269058785mid.jpg,428,54.40,13.00,23.60,一,,,,,,,,,,,,,,,,,,,
mengniucaomeiweisuanniunai,用户上传,蒙牛 酸牛奶(草莓味)罐装950ml(盒装),奶类及制品,http://s2.boohee.cn/food/star/mengniucaomeiweisuanniunai-6d66322f7a7f1e48423b4e83c3e179af.png,http://s2.boohee.cn/house/upload_food/2009/3/17/212092_1237256927.jpg,http://s2.boohee.cn/house/upload_food/2009/3/17/212092_1237256927mid.jpg,85,11.30,3.10,2.90,一,,,,,,,,,,,,,,,,,,,
muruhuanaifen,薄荷,母乳化奶粉,奶类及制品,http://s2.boohee.cn/food/star/muruhuanaifen-548c350a54c97d88c62dc03a58d7095b.png,http://s2.boohee.cn/house/new_food/big/69744319e3ef48988c76c8de7717008e.jpg,http://s2.boohee.cn/house/new_food/mid/69744319e3ef48988c76c8de7717008e.jpg,510,51.90,27.10,14.50,一,303.00,5.00,0.18,一,0.35,1.16,0.50,一,69.00,251.00,8.30,1.82,0.03,0.11,643.00,354.00,168.70,71.10,
CountryhiGoodnesstianyuanxiang,用户上传,田园 乡村奶酪,奶类及制品,http://s2.boohee.cn/food/star/CountryhiGoodnesstianyuanxiang-8a27a8f6f99c2b248d373b4eaa280910.png,http://s2.boohee.cn/house/upload_food/2011/12/22/395742_1324562941.jpg,http://s2.boohee.cn/house/upload_food/2011/12/22/395742_1324562941mid.jpg,85,7.10,0.90,11.90,0.00,,,,,,,,,,,,,,,,,,,
dechanHOCHLANDdizhirulaopian,用户上传,德产HOCHLAND低脂乳酪片,奶类及制品,http://s2.boohee.cn/food/star/dechanHOCHLANDdizhirulaopian-37ae46e0d1774ba36599060f6971c8e0.png,http://s2.boohee.cn/house/upload_food/2010/5/22/535663_1274525005.jpg,http://s2.boohee.cn/house/upload_food/2010/5/22/535663_1274525005mid.jpg,248,3.00,16.00,23.00,一,,,,,,,,,,,,,,,,,,,
niunai_qiaokeliwei_kafupai,薄荷,卡夫 牛奶(巧克力味， 牌),奶类及制品,http://s2.boohee.cn/food/star/niunai_qiaokeliwei_kafupai-5997b27e6b6b67efa6100ec76b5d79c9.png,http://s2.boohee.cn/house/new_food/big/e4ba04daf3814d06a7d0a25890adde36.jpg,http://s2.boohee.cn/house/new_food/mid/e4ba04daf3814d06a7d0a25890adde36.jpg,80,10.00,3.20,2.80,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
weijixianniunai,用户上传,维记 鲜牛奶,奶类及制品,http://s2.boohee.cn/food/star/weijixianniunai-6d7f49c1a5984eaa5acc09db1193e82e.png,http://s2.boohee.cn/house/upload_food/2011/11/12/1100767_1321093059.jpg,http://s2.boohee.cn/house/upload_food/2011/11/12/1100767_1321093059mid.jpg,65,4.20,3.60,3.10,0.00,,,,,,,,,,,,,,,,,,,
duomeizijinzhuangjiaodayingyou,用户上传,多美滋 金装较大婴幼儿配方奶粉(6-18个月),奶类及制品,http://s2.boohee.cn/food/star/duomeizijinzhuangjiaodayingyou-d231951dd0dd24d2a69b4c8e56e47c8a.png,http://s2.boohee.cn/house/upload_food/2011/12/12/1220888_1323672065.jpg,http://s2.boohee.cn/house/upload_food/2011/12/12/1220888_1323672065mid.jpg,463,57.50,20.20,15.60,0.00,,,,,,,,,,,,,,,,,,,
faguojibaifuzhishipianjiatingzhuang,用户上传,百吉福 芝士片,奶类及制品,http://s2.boohee.cn/food/star/faguojibaifuzhishipianjiatingzhuang-453ee7b648cb26a5ff72263d9c232ec6.png,http://s2.boohee.cn/house/upload_food/2008/11/21/154381_1227254237.jpg,http://s2.boohee.cn/house/upload_food/2008/11/21/154381_1227254237mid.jpg,226,3.00,18.00,13.00,一,,,,,,,,,,,,,,,,,,,
suannai_gaodanbai,薄荷,酸奶(高蛋白),奶类及制品,http://s2.boohee.cn/food/star/suannai_gaodanbai-f2b604bd9150ff949059875ef23227d7.png,http://s2.boohee.cn/house/upload_food/2020/6/20/big_photo_url_big_photo_url_1df74a4364856acd69d3d2e71ff280b7.jpg,http://s2.boohee.cn/house/upload_food/2020/6/20/mid_photo_url_big_photo_url_1df74a4364856acd69d3d2e71ff280b7.jpg,62,7.30,2.20,3.20,0.00,,,,,,,,,,,,,,,,,,,
guangminggaogaizhishipian_zaiz,用户上传,光明高钙芝士片(再制干酪),奶类及制品,http://s2.boohee.cn/food/star/guangminggaogaizhishipian_zaiz-e06158450432f3c4df35159e4926d784.png,http://s2.boohee.cn/house/upload_food/2011/5/5/290354_1304567506.jpg,http://s2.boohee.cn/house/upload_food/2011/5/5/290354_1304567506mid.jpg,311,4.00,26.00,16.00,0.00,,,,,,,,,,,,,,,,,,,
tuozhitianlianru,薄荷,脱脂甜炼乳,奶类及制品,http://s2.boohee.cn/food/star/tuozhitianlianru-31a6e87d5a1137673000655330eba4e8.png,http://s2.boohee.cn/house/upload_food/2020/5/27/big_photo_url_700ac9b4aa8ee5ab5544c3dbaa20321f.jpg,http://s2.boohee.cn/house/upload_food/2020/5/27/mid_photo_url_5863ce4730f5e0dded97af5c7c6a1c0a.jpg,275,58.00,0.20,10.30,0.00,,,,,,,,,,,,,,,,,,,
zhonglaoniannaifen_sanlupai,薄荷,中老年奶粉,奶类及制品,http://s2.boohee.cn/food/star/zhonglaoniannaifen_sanlupai-98f2d26ac369dfb66c49dfe443ee2ddc.png,http://s2.boohee.cn/house/upload_food/2018/12/10/big_photo_url_250722c458d69239b53888724cefce02.jpg,http://s2.boohee.cn/house/upload_food/2018/12/10/mid_photo_url_9e0d09930409956d323a16d8d9f22d81.jpg,403,62.60,5.80,25.20,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
haihewuzhetangsuanniunai,用户上传,海河 无蔗糖酸牛奶 200g(立体袋装),奶类及制品,http://s2.boohee.cn/food/star/haihewuzhetangsuanniunai-50b3da759eddc8ef1ad531766a827a20.png,http://s2.boohee.cn/house/upload_food/2009/8/5/346296_1249447220.jpg,http://s2.boohee.cn/house/upload_food/2009/8/5/346296_1249447220mid.jpg,67,4.80,3.10,3.00,一,,,,,,,,,,,,,,,,,,,
weigangdahongzaoniunai,用户上传,卫岗 大红枣牛奶,奶类及制品,http://s2.boohee.cn/food/star/weigangdahongzaoniunai-b99bc7309e5301c049c3bb58ec080d20.png,http://s2.boohee.cn/house/upload_food/2011/7/25/879792_1311574016.jpg,http://s2.boohee.cn/house/upload_food/2011/7/25/879792_1311574016mid.jpg,57,5.00,2.50,2.30,0.00,,,,,,,,,,,,,,,,,,,
youernaifen_shengyuanpai,薄荷,圣元 幼儿奶粉(牌),奶类及制品,http://s2.boohee.cn/food/star/youernaifen_shengyuanpai-dddae1f1ead67ce28c1aa20ce154bc79.png,http://s2.boohee.cn/house/new_food/big/1de79ba7e863445199aa6a275296aa01.jpg,http://s2.boohee.cn/house/new_food/mid/1de79ba7e863445199aa6a275296aa01.jpg,453,54.00,18.50,17.50,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
yiliyoupinjiarenyoulaoru_yuanwei,用户上传,伊利优品嘉人优酪乳(原味),奶类及制品,http://s2.boohee.cn/food/star/yiliyoupinjiarenyoulaoru_yuanwei-10930b4f1f2d0a73c854b609f1d5244a.png,http://s2.boohee.cn/house/upload_food/2009/4/20/247368_1240191717.jpg,http://s2.boohee.cn/house/upload_food/2009/4/20/247368_1240191717mid.jpg,73,12.00,1.50,2.80,一,,,,,,,,,,,,,,,,,,,
yingerpeifangnaifen_anyingle_meizanchen,用户上传,维加 脱脂鸡奶,奶类及制品,http://s2.boohee.cn/food/star/yingerpeifangnaifen_anyingle_meizanchen-9ee304ff9b5276c3a09aa12363eb920f.png,http://s2.boohee.cn/house/upload_food/2017/1/17/big_photo_url_f5047a963d9744368caf050dc2374900.jpg,http://s2.boohee.cn/house/upload_food/2017/1/17/mid_photo_url_6a06298900eb49069243f59dcbeedb07.jpg,35,5.20,0.00,3.50,一,,,,,,,,,,,,,,,,,,,
xiaoxiaoguangmingbangbangnailao_hongdouwei,用户上传,光明 小小光明棒棒奶酪(红豆味),奶类及制品,http://s2.boohee.cn/food/star/xiaoxiaoguangmingbangbangnailao_hongdouwei-ff73b1864b409b0b3898627872287ad7.png,http://s2.boohee.cn/house/upload_food/2010/2/4/337739_1265284754.jpg,http://s2.boohee.cn/house/upload_food/2010/2/4/337739_1265284754mid.jpg,268,11.00,22.00,5.00,一,,,,,,,,,,,,,,,,,,,
Astrocaomeisuannai,用户上传,Astro 草莓脱脂酸奶,奶类及制品,http://s2.boohee.cn/food/star/Astrocaomeisuannai-73a3ecfb885c7ba643040cd8e7681ce3.png,http://s2.boohee.cn/house/upload_food/2009/9/18/370719_1253210344.jpg,http://s2.boohee.cn/house/upload_food/2009/9/18/370719_1253210344mid.jpg,40,6.00,0.00,4.00,0.00,,,,,,,,,,,,,,,,,,,
yilizaocannailao_qiedafengwei2,用户上传,伊利 早餐奶酪(切达风味),奶类及制品,http://s2.boohee.cn/food/star/yilizaocannailao_qiedafengwei2-cb1837e688f0c8b85e6dd84abd2763b4.png,http://s2.boohee.cn/house/upload_food/2011/7/26/431370_1311649854.jpg,http://s2.boohee.cn/house/upload_food/2011/7/26/431370_1311649854mid.jpg,278,7.50,22.50,12.00,0.00,,,,,,,,,,,,,,,,,,,
aoniupinzunchunniunai,用户上传,澳牛 品尊纯牛奶,奶类及制品,http://s2.boohee.cn/food/star/aoniupinzunchunniunai-9ad7797be62e35223ce7d0f754ca9f76.png,http://s2.boohee.cn/house/upload_food/2009/8/11/198803_1249972141.jpg,http://s2.boohee.cn/house/upload_food/2009/8/11/198803_1249972141mid.jpg,67,5.50,3.50,3.60,一,,,,,,,,,,,,,,,,,,,"1盒澳牛 品尊纯牛奶(250.0毫升)169大卡,标准(100毫升)67大卡"
huishantenongsuanniunaiyuanwei,用户上传,辉山 特浓酸牛奶(原味)300g,奶类及制品,http://s2.boohee.cn/food/star/huishantenongsuanniunaiyuanwei-f696ffcee2eab0e5bcc03a9236c25f35.png,http://s2.boohee.cn/house/upload_food/2009/8/25/320052_1251189842.jpg,http://s2.boohee.cn/house/upload_food/2009/8/25/320052_1251189842mid.jpg,86,12.10,3.00,2.50,一,,,,,,,,,,,,,,,,,,,
quechaoxueshengtiannaifen,用户上传,雀巢 学生甜奶粉,奶类及制品,http://s2.boohee.cn/food/star/quechaoxueshengtiannaifen-7d9b6f35f885c66bdfdcaeffee04d4d1.png,http://s2.boohee.cn/house/upload_food/2011/4/23/801741_1303535008.jpg,http://s2.boohee.cn/house/upload_food/2011/4/23/801741_1303535008mid.jpg,460,52.00,19.20,19.50,一,,,,,,,,,,,,,,,,,,,
kafufeilinaiyouzhishi,用户上传,卡夫 菲力奶油芝士,奶类及制品,http://s2.boohee.cn/food/star/kafufeilinaiyouzhishi-8704142608366cacce63fb04126c5ae1.png,http://s2.boohee.cn/house/upload_food/2008/6/13/83991_1213339702.jpg,http://s2.boohee.cn/house/upload_food/2008/6/13/83991_1213339702mid.jpg,349,2.60,33.70,7.50,一,,,,,,,,,,,,,,,,,,,
guangmingyishengjunsuanniunai_wuzhetangdizhi,用户上传,光明 e+益生菌酸牛奶(无蔗糖低脂 木糖醇) 980g(盒装),奶类及制品,http://s2.boohee.cn/food/star/guangmingyishengjunsuanniunai_wuzhetangdizhi-f0a71f94073af8bb2f8fde94e9ec2b81.png,http://s2.boohee.cn/house/upload_food/2009/9/18/78028_1253275399.jpg,http://s2.boohee.cn/house/upload_food/2009/9/18/78028_1253275399mid.jpg,45,5.50,1.20,3.00,一,,,,,,,,,,,,,,,,,,,
junlebaodongfangzhiweilvdoushasuanniunai,用户上传,君乐宝 东方知味绿豆沙酸牛奶,奶类及制品,http://s2.boohee.cn/food/star/junlebaodongfangzhiweilvdoushasuanniunai-7c18cd0e8ac3784e31091da31ff7fe27.png,http://s2.boohee.cn/house/upload_food/2009/8/6/329890_1249542558.jpg,http://s2.boohee.cn/house/upload_food/2009/8/6/329890_1249542558mid.jpg,57,6.50,2.50,2.30,一,,,,,,,,,,,,,,,,,,,
OptiFitguozhiyundongsuannai,用户上传,OptiFit 果汁运动酸奶,奶类及制品,http://s2.boohee.cn/food/star/OptiFitguozhiyundongsuannai-5f14605b8dd40be427d68d51339f3063.png,http://s2.boohee.cn/house/upload_food/2011/1/11/741299_1294676716.jpg,http://s2.boohee.cn/house/upload_food/2011/1/11/741299_1294676716mid.jpg,77,13.52,0.80,3.04,0.80,,,,,,,,,,,,,,,,,,,
emmichunsuannai,用户上传,艾美 纯酸奶,奶类及制品,http://s2.boohee.cn/food/star/emmichunsuannai-15a69f569d6c581b3f2c66fbf4a0fc51.png,http://s2.boohee.cn/house/upload_food/2009/12/17/283522_1260991594.jpg,http://s2.boohee.cn/house/upload_food/2009/12/17/283522_1260991594mid.jpg,58,6.50,1.60,4.50,一,,,,,,,,,,,,,,,,,,,
guangmingwuzhetangsuannai_tongzhuang,用户上传,光明无蔗糖酸奶(桶装),奶类及制品,http://s2.boohee.cn/food/star/guangmingwuzhetangsuannai_tongzhuang-04aa897180454aca984596b2a9015905.png,http://s2.boohee.cn/house/upload_food/2009/8/1/118906_1249124407.jpg,http://s2.boohee.cn/house/upload_food/2009/8/1/118906_1249124407mid.jpg,60,5.50,3.00,2.80,一,,,,,,,,,,,,,,,,,,,
helanhuangjiaERUhuotuidizhirua,用户上传,ERU 皇家伊莱 ERU 火腿低脂软奶酪,奶类及制品,http://s2.boohee.cn/food/star/helanhuangjiaERUhuotuidizhirua-0e617052dad6988f90b1b53a054a9207.png,http://s2.boohee.cn/house/upload_food/2011/3/8/486999_1299582928.png,http://s2.boohee.cn/house/upload_food/2011/3/8/486999_1299582928mid.png,231,2.00,19.00,13.00,0.00,,,,,,,,,,,,,,,,,,,
mengniuxiandaimuchangxianniunai,用户上传,蒙牛 现代牧场鲜牛奶(盒装),奶类及制品,http://s2.boohee.cn/food/star/mengniuxiandaimuchangxianniunai-8068243acc1f737af6bb79a639d56b03.png,http://s2.boohee.cn/house/food_big/big_photo20116716355519798.jpg,http://s2.boohee.cn/house/food_mid/mid_photo_20116716355519798.jpg,67,5.00,3.80,3.20,一,,,,,,,,,,,,,,,,,,,
danengyuanweisuanniunai,用户上传,达能 原味酸牛奶,奶类及制品,http://s2.boohee.cn/food/star/danengyuanweisuanniunai-fc47a8ceea19397d729ebe719a187630.png,http://s2.boohee.cn/house/upload_food/2009/7/26/310011_1248607305.jpg,http://s2.boohee.cn/house/upload_food/2009/7/26/310011_1248607305mid.jpg,58,6.50,2.50,2.30,一,,,,,,,,,,,,,,,,,,,
fdb12bf9,用户上传,天润 纯牛奶全脂灭菌乳,奶类及制品,http://s2.boohee.cn/food/star/fdb12bf9-bf3ab0f9e40ffcc1c76974b472f7171f.png,http://s2.boohee.cn/house/upload_food/2015/12/15/big_photo_url_ba9dab7cc63011dce9030f907a235680.png,http://s2.boohee.cn/house/upload_food/2015/12/15/mid_photo_url_ba9dab7cc63011dce9030f907a235680.png,59,4.80,3.10,2.90,一,,,,,,,,,,,,,,,,,,,
junlebaolaojuezhuangyuanoushisuannailao,用户上传,君乐宝 酪爵庄园欧式酸奶酪,奶类及制品,http://s2.boohee.cn/food/star/junlebaolaojuezhuangyuanoushisuannailao-943e957bfd085d5a9a93dbd945a31084.png,http://s2.boohee.cn/house/upload_food/2010/7/25/359381_1280027572.jpg,http://s2.boohee.cn/house/upload_food/2010/7/25/359381_1280027572mid.jpg,103,15.00,3.40,3.00,0.00,,,,,,,,,,,,,,,,,,,
xiaoxiaoguangmingjiankangcheng,用户上传,小小光明健康成长奶酪(水果味),奶类及制品,http://s2.boohee.cn/food/star/xiaoxiaoguangmingjiankangcheng-714d74b530ef3f3ae021f10788dd4754.png,http://s2.boohee.cn/house/upload_food/2011/6/7/286768_1307447146.jpg,http://s2.boohee.cn/house/upload_food/2011/6/7/286768_1307447146mid.jpg,217,12.30,16.00,6.80,0.00,,,,,,,,,,,,,,,,,,,
Meadowfreshtuozhinai_995tuozhi,用户上传,纽麦福 脱脂奶(99.5%脱脂),奶类及制品,http://s2.boohee.cn/food/star/Meadowfreshtuozhinai_995tuozhi-f9f5d58f37b7c3782eaf749133adb1cf.png,http://s2.boohee.cn/house/upload_food/2009/7/21/296739_1248140169.jpg,http://s2.boohee.cn/house/upload_food/2009/7/21/296739_1248140169mid.jpg,41,4.90,0.50,3.90,一,,,,,,,,,,,,,,,,,,,
oudebaochaogaowenchulidizhiniunai,用户上传,欧德堡 超高温处理低脂牛奶,奶类及制品,http://s2.boohee.cn/food/star/oudebaochaogaowenchulidizhiniunai-70182319a4c51cba593051f0ef545fc7.png,http://s2.boohee.cn/house/upload_food/2009/8/3/156362_1249289474.jpg,http://s2.boohee.cn/house/upload_food/2009/8/3/156362_1249289474mid.jpg,47,4.90,1.55,3.40,一,,,,,,,,,,,,,,,,,,,
ertongnaifen_sanlupai,薄荷,儿童奶粉,奶类及制品,http://s2.boohee.cn/food/star/ertongnaifen_sanlupai-f79ce75e3f2dc951ca25e61ebe1f65c8.png,http://s2.boohee.cn/house/new_food/big/06a402c010c14d3ea1909bbfda79b2a1.jpg,http://s2.boohee.cn/house/new_food/mid/06a402c010c14d3ea1909bbfda79b2a1.jpg,462,57.80,17.50,18.30,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
mengniuyoyic_tianchengwei,用户上传,蒙牛 yoyic(甜橙味),奶类及制品,http://s2.boohee.cn/food/star/mengniuyoyic_tianchengwei-2bc8f50047f71fb41949f48eba4d7e2a.png,http://s2.boohee.cn/house/upload_food/2011/7/31/275324_1312111922.jpg,http://s2.boohee.cn/house/upload_food/2011/7/31/275324_1312111922mid.jpg,67,15.40,0.00,1.10,0.00,,,,,,,,,,,,,,,,,,,
mingzhimuchangdizhiniunai,用户上传,明治 牧场低脂牛奶,奶类及制品,http://s2.boohee.cn/food/star/mingzhimuchangdizhiniunai-2ebf0eb9e46e154d3dbef66d010a58ea.png,http://s2.boohee.cn/house/upload_food/2012/2/18/281903_1329528449.jpg,http://s2.boohee.cn/house/upload_food/2012/2/18/281903_1329528449mid.jpg,51,5.35,2.10,2.70,0.00,,,,,,,,,,,,,,,,,,,
